,y_test,prediction
7359,3900.9222,2003.0359
3464,1414.1592,3463.0396
1563,1898.8616,922.66223
326,994.7052,2631.0203
3037,894.8352,1220.7966
1140,1637.868,1703.5773
5336,3089.9778,3978.5266
834,5443.5808,2884.5576
4135,3605.307,2838.079
4864,4029.4216,1886.36
5281,6021.4952,3912.3726
3771,862.8768,509.53467
4063,1722.4246,3368.8
7280,1743.0644,1638.6302
2796,171.7764,202.03282
980,3547.3824,2353.574
7947,1556.6404,3382.0723
2401,370.1848,461.87885
7364,3894.93,2389.1333
8522,765.67,1201.5194
1509,3078.6592,2694.9238
2891,6114.7072,3050.9023
2587,4517.453,2874.4077
4976,3630.6074,3050.9023
7274,1627.881,1622.3062
7283,3848.324,3634.2935
4662,2342.9502,1471.6915
8434,4332.3606,2651.6553
3284,428.7752,1682.7305
7971,1267.6832,1287.3696
593,587.2356,636.7202
226,2956.152,1934.8881
4140,534.6374,779.986
7050,3628.61,2450.3677
1363,6165.9738,5986.4727
4764,2756.412,1682.9086
7136,2496.75,1350.6992
533,3299.7048,2311.9832
5332,101.2016,243.01523
4095,986.7156,2918.0544
7858,188.4214,565.672
6983,357.5346,240.46376
2385,4101.328,1487.9403
5246,1245.046,1859.2622
5532,2609.936,1405.3335
7235,627.1836,1574.8687
8245,7549.5062,3968.6707
1499,2577.9776,2594.5835
6707,4681.9056,3050.9023
5810,1039.9796,806.00146
7478,788.973,557.9919
2290,2227.101,2149.3372
6569,7105.4176,3919.9065
685,5954.2494,5642.3237
1837,2759.0752,2734.3765
3932,1145.176,762.98566
6329,1351.574,1515.522
4196,852.224,1622.3062
3100,109.1912,219.82602
5483,524.6504,1559.057
1156,708.4112,1662.6217
4941,162.4552,158.68646
3212,181.0976,596.7815
6694,1105.228,1693.7822
6055,3504.1054,2949.8025
4410,6636.6944,6044.0933
2667,1724.422,779.986
8140,623.1888,727.19885
6425,463.3968,436.46777
8180,3174.5344,3050.9023
6611,223.7088,186.6345
7155,1581.9408,1405.3335
8190,1304.968,2308.8657
5413,6474.2392,3910.0505
5964,988.0472,2180.9324
7202,4225.1668,3382.0723
7760,176.437,407.8719
1813,3681.874,3968.6707
2377,5141.3076,3050.9023
5010,2596.62,1574.5322
4536,652.484,670.2301
7873,103.199,267.7769
8241,73.238,133.54434
3850,1464.76,2204.6816
1986,1402.1748,2389.1333
1590,435.4332,487.65524
687,121.8414,216.50821
979,1277.0044,2860.4976
2516,7590.12,3141.8596
6381,575.2512,1543.6823
8102,1789.6704,2003.0359
8340,5296.439,2334.2966
2303,5660.6316,3643.4558
6875,311.5944,507.97745
5511,4656.6052,2830.8667
1413,1304.968,1562.9595
2817,243.6828,642.0698
3260,942.7728,2413.0312
7320,3535.398,2952.5042
6098,2804.3496,3592.22
2122,717.0666,499.36337
5495,777.6544,596.7815
5879,4595.3516,3748.4817
8231,2693.8268,2521.6323
3595,5331.7264,3724.4639
409,3195.84,2704.2517
930,743.0328,903.3849
3743,1677.1502,2389.1333
2805,3302.368,2786.4465
4759,1304.968,979.7535
949,2133.2232,2849.2666
7001,3799.0548,3476.2166
2990,1230.3984,2281.977
6890,1537.998,2281.977
32,3068.0064,3789.7307
983,1223.0746,1537.429
1765,3547.3824,5329.7734
1888,2984.1156,1722.8545
6074,1583.9382,1992.4912
7367,4068.7038,2501.2793
6925,3047.3666,3096.68
3402,2580.6408,2186.0579
311,527.3136,934.23486
6631,442.757,183.51538
1282,1480.0734,2526.203
65,184.4266,532.6591
7577,2163.1842,1975.8365
5867,439.428,1405.3335
2267,3338.987,2949.8025
3623,2972.1312,2357.796
4855,3934.878,4007.3083
7099,1823.6262,2668.6975
6816,2395.5484,2861.6328
4230,3369.6138,2496.435
2847,1669.8264,1405.3335
3090,2541.3586,3717.1023
6500,1970.768,1460.1188
5858,1369.5506,2022.3131
5829,2687.8346,3361.208
4459,4427.57,2788.8423
3955,2931.5174,2296.8044
2930,2820.9946,2408.4106
7262,4380.964,4050.0605
514,729.051,727.19885
3551,2352.9372,903.3849
5189,2700.4848,3420.1416
4631,3083.9856,4727.608
1060,5390.3168,2668.6975
3439,1757.712,1287.3696
6616,2111.9176,2523.864
3270,1150.5024,2022.3131
1277,874.8612,760.70874
7120,567.2616,1356.8911
3954,2693.8268,3050.9023
700,1298.31,1360.9158
1467,6064.1064,5840.4604
176,1010.6844,1405.3335
536,2210.456,3979.3135
3735,1162.4868,1954.0997
6276,3884.943,3898.1775
2175,755.0172,2080.557
5631,441.4254,608.6575
347,3307.6944,2923.7908
1615,3511.4292,3141.8596
2664,291.6204,779.986
2090,564.5984,643.406
2975,2025.3636,3823.1377
4304,865.54,608.6575
5486,3946.8624,2599.909
4612,527.3136,892.57715
4874,498.0184,545.25336
3449,1964.7758,2421.0774
1480,1188.453,2684.6157
3705,1235.059,2788.8423
3833,1957.452,2453.877
4842,3036.048,2061.2795
7751,1263.6884,1356.8911
1917,2253.0672,2061.2795
7062,2475.4444,3050.9023
29,125.8362,62.942184
7401,1640.5312,877.4315
2262,1922.8304,1562.9595
8266,269.649,810.5308
8373,2051.9956,2315.3604
6269,4436.8912,3762.4336
6420,6056.1168,3768.997
2579,1584.604,1405.3335
2092,151.8024,305.11215
6441,1341.587,1622.3062
3754,2886.243,2717.658
7631,495.3552,670.2301
1326,3358.2952,3903.4521
6032,1511.366,2306.8418
7487,4065.3748,2613.6313
4136,262.991,773.70215
1526,1258.362,1424.6107
5053,2940.1728,1836.2178
202,1701.7848,2122.6885
1578,372.848,456.46506
6535,4165.2448,2801.091
1425,251.6724,662.68335
6377,587.2356,1412.6813
4576,1955.4546,2911.372
6063,419.454,670.2301
4152,5274.4676,2389.1333
771,1687.1372,3060.8386
3611,2004.058,2073.1775
8281,2366.919,3827.6172
5917,1709.1086,1761.4316
6884,5816.4288,3979.3135
8513,595.2252,1460.1188
5611,4233.1564,4263.242
210,133.16,627.9348
3291,2770.3938,2446.9902
5772,1895.5326,2204.6816
1150,3038.7112,1638.6302
2764,1737.738,1595.9188
4273,1733.0774,1405.3335
2009,1556.6404,5915.9126
7502,1318.284,2200.2097
1645,3057.3536,2734.3765
2923,2428.8384,2306.8418
7386,369.519,288.25943
6396,4287.752,2720.6323
4974,1104.5622,2232.235
6123,1810.976,2996.3762
5380,2768.3964,3554.037
1143,1593.9252,1848.7175
5787,3866.9664,1867.9948
5258,2299.6732,1444.6813
3125,2603.278,2389.1333
7212,3436.1938,4263.242
895,527.3136,3827.6172
4962,5834.4054,3968.6707
8347,3072.667,3957.2844
3601,2527.3768,1543.6823
5314,750.3566,1682.7305
1161,509.337,762.98566
1573,4660.6,3978.5266
2476,2332.2974,2296.6118
1893,661.1394,3696.1125
1961,4119.3046,5071.077
4086,1038.648,2073.1775
2031,2556.672,3387.161
4492,2436.828,2064.2703
4269,4266.4464,3978.5266
7431,3691.1952,2063.241
378,3251.1014,2739.8865
2577,846.8976,1866.4121
7173,1662.5026,2450.3677
2124,215.7192,293.55838
2111,4633.968,3499.6729
4398,2503.408,2316.9673
4944,2175.8344,1719.2239
2108,4729.8432,2707.985
308,1039.9796,1468.6631
7555,2045.3376,3910.0505
1712,3340.3186,1790.4738
3156,1725.7536,3322.311
3935,551.2824,460.3978
2101,1808.9786,2580.6316
7735,4577.375,5564.434
4606,4660.6,3626.9912
7876,2137.8838,2692.2546
4041,517.3266,1063.7147
214,324.9104,583.49066
2797,1496.7184,3089.54
3875,1906.8512,1906.4797
6455,1458.102,1543.6823
70,3435.528,2711.738
7544,4847.024,3919.9065
5333,4042.7376,2707.985
2088,101.2016,192.55283
6582,767.0016,922.66223
8483,1612.5676,1848.7175
2065,467.3916,506.45035
3618,918.804,996.1754
5869,2994.7684,3237.9182
1687,649.8208,1149.5648
4149,1725.7536,1147.4492
7369,950.7624,1287.3696
2470,555.2772,527.9294
6847,3537.3954,2287.3025
2308,640.4996,760.70874
2071,210.3928,1558.9287
865,2157.192,1939.7738
4337,1323.6104,924.9225
6400,155.7972,130.48344
3916,1023.3346,608.6575
6755,1318.284,1400.2579
613,177.7686,812.67566
467,2067.309,1424.6107
4579,1504.0422,2819.5208
7958,3307.6944,2450.3677
802,331.5684,877.4315
8106,549.9508,662.68335
2620,149.805,357.56238
7081,392.822,465.48114
3523,545.956,1454.8232
8060,143.8128,194.8418
2500,3057.3536,2622.3271
4074,4207.856,3968.6707
5649,1021.3372,831.66925
4231,2348.9424,3047.7893
3335,2821.6604,3643.4558
6952,139.818,380.9274
3065,1705.1138,2053.9001
7397,2587.9646,2734.3765
6239,656.4788,670.2301
7945,185.7582,485.03198
3327,2013.3792,1790.4738
1455,5887.6694,3762.4336
7895,5100.028,3351.352
4732,968.739,1056.5383
456,9158.079,7161.29
4674,351.5424,354.17172
8379,2372.9112,2985.6838
23,214.3876,272.61404
5420,3179.195,3348.4846
527,323.5788,323.5364
7408,6157.3184,5564.434
479,2205.1296,2797.6697
4968,432.77,387.5641
6898,1151.834,3980.4817
2350,197.7426,628.13336
4284,549.285,661.6721
5712,4247.804,2948.811
2446,585.904,823.5861
3075,6093.4016,3612.1614
3663,774.9912,1075.8156
7029,882.8508,784.0642
51,850.8924,2053.9001
3728,2281.6966,1465.0988
3698,209.727,689.5074
4127,299.61,1387.7411
489,37.9506,83.97002
2630,3113.2808,3575.6733
3319,2614.5966,2141.7913
3681,1518.024,903.3849
3209,642.497,2011.7684
8043,283.6308,295.18036
2828,905.488,3879.881
7636,575.2512,670.2301
4540,5303.097,5424.734
3697,2529.3742,1306.6469
3619,1808.9786,2729.932
5143,337.5606,1772.3657
1652,498.0184,608.56
6393,1070.6064,2705.7407
2768,934.7832,793.5565
7162,2061.3168,2863.2185
2194,2579.975,1633.8789
4626,3149.234,2342.0527
1089,1006.6896,1624.3254
5914,2343.616,1804.6172
6342,4587.362,2849.2666
7023,5020.132,3193.6736
6583,1669.8264,2464.3196
7626,144.4786,275.64474
3759,3006.087,2200.2097
3725,4781.7756,2294.6846
4869,2055.9904,1890.1471
1960,5350.3688,3050.9023
3440,127.1678,296.33456
6609,1829.6184,2149.3372
5038,4795.0916,2797.6697
6855,135.8232,147.13687
2917,1941.4728,1454.8232
6918,1962.7784,2935.1418
4676,7741.9224,3507.2698
4637,372.848,239.17543
148,529.311,2300.6316
1800,719.064,324.82837
7921,888.843,431.56332
6459,1767.699,3047.7893
4752,756.3488,779.986
8314,4853.682,2029.5392
3726,4821.7236,3519.9875
8037,1977.426,2952.1223
6623,1609.9044,1890.1471
2265,1209.7586,1665.3658
5164,3263.7516,2955.0837
978,762.341,324.70248
3287,1416.8224,2713.3237
1607,419.454,806.00146
6338,4442.2176,2707.985
4963,1422.1488,1859.2622
3039,105.8622,77.54025
1515,1245.046,1790.4738
3538,857.5504,689.5074
773,2746.425,1227.9633
891,1043.9744,890.1236
6247,4399.6064,2179.9155
4428,575.2512,596.7815
3651,2763.07,1537.429
6961,2356.932,2135.893
2095,1231.73,1920.2307
3559,199.74,483.76004
3088,1686.4714,1356.8911
4624,1534.0032,1548.3562
7053,3219.8088,2064.2703
3351,2886.243,2566.9326
6532,3600.6464,3575.6733
8123,3150.5656,3060.8386
1891,1068.609,3343.7834
7197,2247.7408,2183.9229
1870,1685.8056,2053.9001
5766,243.6828,288.25943
6504,153.134,443.26892
3554,1050.6324,2849.2666
7724,1491.392,3050.9023
3862,1691.7978,2268.0251
4084,2543.356,3968.6707
3481,1821.6288,2320.3447
3524,2388.8904,1756.0809
880,1174.4712,1049.8002
1726,1761.7068,2140.4963
1127,6872.3876,5262.17
2875,467.3916,323.86862
2983,4910.275,2538.0
1513,4006.7844,1788.1909
1585,1102.5648,1455.4607
878,1054.6272,1405.3335
6085,401.4774,689.5074
6753,4229.1616,4172.637
5667,2530.04,2064.2703
7771,2388.8904,2434.7168
3348,418.1224,759.8203
5880,171.7764,448.53772
2232,3123.9336,1626.0386
1290,4189.2136,1933.0372
283,2277.036,2408.4106
4441,1286.3256,1405.3335
1014,1614.565,1807.2
3514,1113.2176,1356.8911
8177,1869.5664,3305.0068
6999,2094.6068,2463.9873
4257,190.4188,31.471882
1766,3125.931,3653.7012
5731,1342.2528,2736.9353
7222,589.233,2797.6697
2708,4460.1942,3485.3867
675,3896.2616,2769.565
6433,2354.2688,2287.3025
768,1657.842,1703.5773
8178,4013.4424,3639.252
3956,3214.4824,4046.9485
4807,1874.8928,3885.9814
1292,3327.6684,2502.355
4340,1006.6896,760.70874
2623,1164.4842,1590.3501
5450,858.882,400.5299
6222,1282.3308,2403.287
3895,183.7608,137.15425
6234,531.3084,456.46506
6345,292.952,636.7202
4513,1090.5804,1287.3696
1343,2021.3688,2985.6838
917,4655.2736,3978.5266
5754,1944.136,1562.9595
1237,1379.5376,2956.4875
2554,1941.4728,3567.1738
1690,1294.3152,2483.2646
2641,4354.332,4882.9287
4341,690.4346,642.0698
2860,4863.0032,3830.2354
3026,838.908,1543.6823
85,2479.4392,2912.487
4601,3695.19,6044.0933
7726,4637.9628,2750.4746
4539,1406.1696,1848.7175
8414,2263.72,1703.5773
2716,4224.501,2464.3196
7546,4277.765,2849.2666
502,527.3136,559.725
6908,5564.7564,3768.997
7437,1004.0264,2312.6968
7252,4161.25,4308.48
4484,1901.5248,2669.3591
7251,2163.1842,3978.5266
8447,7588.1226,3605.463
5211,2153.1972,2287.3025
3656,2749.754,2949.8025
8444,482.0392,3206.8835
864,932.12,1543.6823
8005,1910.846,2896.997
1742,1426.1436,2629.0005
170,2120.573,2729.932
4404,1927.491,1978.9883
464,4466.1864,2767.017
3223,2873.5928,3219.9683
2397,1884.8798,1512.5363
557,1747.725,2116.808
8491,4809.7392,3374.675
470,3448.844,3587.2483
6359,3010.7476,2554.0918
874,619.194,762.98566
5301,906.8196,3540.0852
3709,8063.5038,6044.0933
2340,129.831,76.43636
3856,2014.045,3177.0234
5352,2586.633,3060.8386
2723,5901.6512,5064.903
3783,4074.696,2859.465
8511,4207.856,3649.6995
31,2741.7644,1306.4679
5212,1310.2944,1544.9208
3683,3528.74,2769.565
2059,1826.9552,4082.951
7327,2684.5056,2268.0251
6200,1057.9562,2320.3447
418,844.2344,3809.877
2730,2470.118,3770.7507
6196,343.5528,877.4315
5166,2106.5912,2135.893
984,2182.4924,2874.4077
4070,2117.244,2751.165
1855,262.3252,489.46063
7716,1797.66,1974.8756
6650,1086.5856,1030.5228
4943,352.874,394.07877
800,1108.557,1958.9355
6405,1191.782,1950.5801
1388,2087.283,1852.8773
3953,3994.8,2548.3796
5384,4012.7766,3050.9023
2029,1347.5792,1049.8002
1448,2647.2208,2658.5269
5831,3029.39,1762.3135
5190,4026.7584,3645.923
6230,2846.295,1848.7175
8197,973.3996,922.66223
7498,433.4358,287.61276
5738,1078.596,1716.1948
5453,179.766,365.85028
4202,322.913,965.76697
5467,3972.8286,2314.4248
3359,463.3968,1063.7147
4026,322.2472,363.44348
6349,3332.329,3968.6707
2784,3487.4604,2200.122
3101,978.726,1643.3445
287,559.272,622.79694
3277,5753.8436,5684.567
5644,1612.5676,4157.3857
6093,3823.0236,3237.9182
7068,2410.196,1992.4912
912,2665.8632,1682.4474
1746,404.8064,791.5587
2951,2423.512,2682.057
5799,7425.0016,4355.0186
1854,113.186,284.65274
6969,331.5684,812.67566
3055,572.588,307.70447
5565,3555.372,3795.0242
5970,2308.9944,3050.9023
8285,1604.578,2609.6948
559,1966.7732,2180.9324
138,535.3032,1424.6107
6901,2988.1104,4059.628
8143,2348.9424,2033.7504
137,1314.2892,875.2247
6749,1926.1594,2769.565
4947,296.281,864.6444
5237,4725.8484,3486.8374
7595,6431.628,4608.4097
3302,894.8352,1201.5194
5568,2492.7552,2896.997
8062,2073.3012,1978.7404
7902,5257.1568,2883.0032
4737,1896.1984,1992.4912
2242,984.7182,789.27106
5510,1597.92,2632.378
863,1707.777,1631.3168
6648,1159.8236,1405.3335
760,5163.9448,2795.8972
6088,5946.9256,3045.7666
6851,1278.336,1256.1235
2703,966.7416,1405.3335
5412,3705.8428,2805.7239
1940,796.2968,3089.54
2873,1657.842,1702.0077
1985,1705.7796,3361.208
7236,7939.665,4217.3506
3063,3110.6176,3050.9023
8172,2396.88,2450.0354
5441,1695.1268,1168.1193
1751,6404.996,3516.688
6780,4566.7222,3577.1833
4397,3466.1548,2602.1729
900,143.147,450.7879
2724,511.3344,670.2301
393,916.1408,563.93805
2707,539.298,896.70886
2735,2656.542,3050.9023
3864,1733.7432,1669.1211
7059,155.1314,324.70248
3429,3418.883,3968.6707
5031,527.3136,419.9792
831,5976.2208,3968.6707
908,657.8104,430.73477
3987,1342.2528,1318.2196
420,291.6204,182.22067
2570,3643.2576,2949.8025
4218,1850.924,3038.463
5658,1272.3438,903.3849
5525,830.9184,627.9348
194,5070.7328,5426.766
290,569.259,1790.4738
4713,602.549,1662.7339
5856,3488.1262,1876.3964
4045,3089.312,3050.9023
3426,2535.3664,1977.0393
6073,2326.971,2320.3447
6351,1800.3232,3926.7751
5971,808.947,877.4315
4665,2432.8332,2807.3096
7308,1428.141,2053.9001
7617,2625.9152,2420.935
963,2157.192,1287.3696
7309,193.082,178.72446
5117,2892.901,3351.352
5953,3383.5956,1702.0077
5857,3515.424,2370.663
2049,1328.271,2874.4077
4655,94.5436,107.186874
6674,125.8362,238.1251
4958,5359.69,3533.5999
7077,736.3748,791.5587
2212,2942.836,1790.4738
6554,3775.086,2863.2185
2851,466.06,1405.3335
159,2471.4496,2450.3677
3152,885.514,996.1754
7350,3950.1914,3463.0396
2400,2336.958,2788.0322
1912,860.2136,806.00146
3614,1488.7288,1729.7686
6682,2199.1374,3542.7698
4411,1779.6834,2562.2317
6534,1821.6288,1772.3657
6468,282.2992,1924.6559
2311,231.6984,1306.6469
4456,785.644,689.5074
3353,628.5152,452.91006
9,4710.535,2979.8691
5417,2045.3376,3092.4304
1139,2399.5432,3415.4932
4472,365.5242,284.36658
2884,3020.0688,3308.5593
1314,739.038,1220.7966
3345,857.5504,1760.9028
227,153.134,296.61346
7240,916.1408,903.3849
3904,2446.815,2710.6545
3586,99.87,608.6575
8209,3075.996,1590.3501
634,2370.248,1764.7388
8346,1596.5884,2073.1775
7927,4837.7028,3926.7751
747,2041.3428,2157.601
8468,467.3916,1306.5706
191,4745.8224,4301.8794
6672,2993.4368,3047.7893
6601,319.584,1603.0289
1421,2375.5744,2339.622
1461,3914.904,2896.997
530,1960.781,1638.6302
5861,3364.9532,2732.601
4291,517.3266,392.26953
7924,276.9728,662.68335
7112,1278.336,1260.6243
1460,4247.804,3312.6555
7205,3004.0896,2064.2703
7890,2554.0088,1424.6107
291,3866.9664,4611.3774
3197,3981.484,5800.382
8488,2756.412,5219.1675
4348,2048.6666,1702.6592
1352,2356.932,1808.839
2529,5972.226,5569.247
1710,6769.8544,4882.9287
2635,5470.8786,4294.5283
4578,1384.864,1633.8789
3363,3572.017,3246.8088
6804,1597.92,1665.3658
4222,3200.5006,4294.5283
6472,3202.498,3724.4639
4644,3235.788,1624.3254
6179,555.2772,436.92035
1861,2885.5772,4204.622
3598,218.3824,200.87035
1523,5478.2024,6044.0933
