,y_test,prediction
1837,2759.0752,2920.0
3932,1145.176,728.0
6329,1351.574,1552.0
4196,852.224,1800.0
3100,109.1912,-144.0
5483,524.6504,1864.0
1156,708.4112,1696.0
4941,162.4552,-552.0
3212,181.0976,584.0
6694,1105.228,1760.0
6055,3504.1054,2944.0
4410,6636.6944,5184.0
2667,1724.422,968.0
8140,623.1888,824.0
6425,463.3968,560.0
8180,3174.5344,3232.0
6611,223.7088,-728.0
7155,1581.9408,1384.0
8190,1304.968,2920.0
5413,6474.2392,3888.0
5964,988.0472,2416.0
7202,4225.1668,3536.0
7760,176.437,864.0
1813,3681.874,4224.0
2377,5141.3076,3248.0
5010,2596.62,1696.0
4536,652.484,776.0
7873,103.199,-248.0
8241,73.238,-720.0
3850,1464.76,2336.0
1986,1402.1748,2512.0
1590,435.4332,1528.0
687,121.8414,144.0
979,1277.0044,2648.0
2516,7590.12,3152.0
6381,575.2512,1600.0
8102,1789.6704,2064.0
8340,5296.439,2344.0
2303,5660.6316,3512.0
6875,311.5944,544.0
5511,4656.6052,2888.0
1413,1304.968,1576.0
2817,243.6828,696.0
3260,942.7728,2560.0
7320,3535.398,3200.0
6098,2804.3496,3760.0
2122,717.0666,1792.0
5495,777.6544,576.0
5879,4595.3516,3920.0
8231,2693.8268,2592.0
3595,5331.7264,3824.0
409,3195.84,3392.0
930,743.0328,1104.0
3743,1677.1502,2480.0
2805,3302.368,2768.0
4759,1304.968,2160.0
949,2133.2232,2864.0
7001,3799.0548,3472.0
2990,1230.3984,2528.0
6890,1537.998,2504.0
32,3068.0064,3824.0
983,1223.0746,1544.0
1765,3547.3824,4728.0
1888,2984.1156,1936.0
6074,1583.9382,2032.0
7367,4068.7038,2752.0
6925,3047.3666,3544.0
3402,2580.6408,2136.0
311,527.3136,1120.0
6631,442.757,-464.0
1282,1480.0734,2664.0
65,184.4266,1016.0
7577,2163.1842,1888.0
5867,439.428,1560.0
2267,3338.987,3224.0
3623,2972.1312,2368.0
4855,3934.878,4344.0
7099,1823.6262,2744.0
6816,2395.5484,2736.0
4230,3369.6138,2520.0
2847,1669.8264,1440.0
3090,2541.3586,3680.0
6500,1970.768,1760.0
5858,1369.5506,2120.0
5829,2687.8346,3632.0
4459,4427.57,2864.0
3955,2931.5174,2400.0
2930,2820.9946,2512.0
7262,4380.964,3608.0
514,729.051,864.0
3551,2352.9372,1032.0
5189,2700.4848,3184.0
4631,3083.9856,5520.0
1060,5390.3168,2760.0
3439,1757.712,1392.0
6616,2111.9176,2552.0
3270,1150.5024,2048.0
1277,874.8612,888.0
7120,567.2616,1296.0
3954,2693.8268,3064.0
700,1298.31,2256.0
1467,6064.1064,4320.0
176,1010.6844,1696.0
536,2210.456,3592.0
3735,1162.4868,2848.0
6276,3884.943,4184.0
2175,755.0172,2080.0
5631,441.4254,648.0
347,3307.6944,2936.0
1615,3511.4292,3120.0
2664,291.6204,928.0
2090,564.5984,768.0
2975,2025.3636,3600.0
4304,865.54,624.0
5486,3946.8624,2712.0
4612,527.3136,2288.0
4874,498.0184,1984.0
3449,1964.7758,2592.0
1480,1188.453,2720.0
3705,1235.059,2928.0
3833,1957.452,3064.0
4842,3036.048,2056.0
7751,1263.6884,1336.0
1917,2253.0672,2088.0
7062,2475.4444,3104.0
29,125.8362,-1088.0
7401,1640.5312,1088.0
2262,1922.8304,1664.0
8266,269.649,736.0
8373,2051.9956,2888.0
6269,4436.8912,3928.0
6420,6056.1168,4008.0
2579,1584.604,1576.0
2092,151.8024,520.0
6441,1341.587,1792.0
3754,2886.243,2784.0
7631,495.3552,808.0
1326,3358.2952,4072.0
6032,1511.366,2440.0
7487,4065.3748,2928.0
4136,262.991,2176.0
1526,1258.362,1592.0
5053,2940.1728,2592.0
202,1701.7848,2320.0
1578,372.848,320.0
6535,4165.2448,2976.0
1425,251.6724,808.0
6377,587.2356,1648.0
4576,1955.4546,2976.0
6063,419.454,792.0
4152,5274.4676,2520.0
771,1687.1372,3392.0
3611,2004.058,2328.0
8281,2366.919,4224.0
5917,1709.1086,1720.0
6884,5816.4288,3672.0
8513,595.2252,1752.0
5611,4233.1564,4072.0
210,133.16,640.0
3291,2770.3938,2456.0
5772,1895.5326,2256.0
1150,3038.7112,1776.0
2764,1737.738,2408.0
4273,1733.0774,1480.0
2009,1556.6404,4872.0
7502,1318.284,2176.0
1645,3057.3536,2776.0
2923,2428.8384,2392.0
7386,369.519,16.0
6396,4287.752,2672.0
4974,1104.5622,2272.0
6123,1810.976,2984.0
5380,2768.3964,3888.0
1143,1593.9252,1896.0
5787,3866.9664,1904.0
5258,2299.6732,1712.0
3125,2603.278,2512.0
7212,3436.1938,4160.0
895,527.3136,4104.0
4962,5834.4054,4104.0
8347,3072.667,3792.0
3601,2527.3768,1720.0
5314,750.3566,1856.0
1161,509.337,704.0
1573,4660.6,3808.0
2476,2332.2974,2656.0
1893,661.1394,3264.0
1961,4119.3046,4312.0
4086,1038.648,2200.0
2031,2556.672,2928.0
4492,2436.828,2000.0
4269,4266.4464,3808.0
7431,3691.1952,2864.0
378,3251.1014,2608.0
2577,846.8976,2008.0
7173,1662.5026,2504.0
2124,215.7192,-176.0
2111,4633.968,3744.0
4398,2503.408,2512.0
4944,2175.8344,1928.0
2108,4729.8432,2936.0
308,1039.9796,1608.0
7555,2045.3376,3960.0
1712,3340.3186,1936.0
3156,1725.7536,3360.0
3935,551.2824,1008.0
2101,1808.9786,2656.0
7735,4577.375,4416.0
4606,4660.6,3736.0
7876,2137.8838,2688.0
4041,517.3266,1040.0
214,324.9104,680.0
2797,1496.7184,3056.0
3875,1906.8512,1808.0
6455,1458.102,1664.0
70,3435.528,2800.0
7544,4847.024,3848.0
5333,4042.7376,2696.0
2088,101.2016,-1024.0
6582,767.0016,1080.0
8483,1612.5676,1928.0
2065,467.3916,1800.0
3618,918.804,2208.0
5869,2994.7684,3360.0
1687,649.8208,1040.0
4149,1725.7536,1168.0
7369,950.7624,1320.0
2470,555.2772,1144.0
6847,3537.3954,2544.0
2308,640.4996,912.0
2071,210.3928,1688.0
865,2157.192,2016.0
4337,1323.6104,2248.0
6400,155.7972,-1000.0
3916,1023.3346,632.0
6755,1318.284,1584.0
613,177.7686,1024.0
467,2067.309,1520.0
4579,1504.0422,2656.0
7958,3307.6944,2280.0
802,331.5684,984.0
8106,549.9508,752.0
2620,149.805,384.0
7081,392.822,1240.0
3523,545.956,1536.0
8060,143.8128,304.0
2500,3057.3536,3120.0
4074,4207.856,4200.0
5649,1021.3372,2096.0
4231,2348.9424,3248.0
3335,2821.6604,3608.0
6952,139.818,360.0
3065,1705.1138,2224.0
7397,2587.9646,2880.0
6239,656.4788,688.0
7945,185.7582,1040.0
3327,2013.3792,1880.0
1455,5887.6694,3992.0
7895,5100.028,3736.0
4732,968.739,1104.0
456,9158.079,5440.0
4674,351.5424,816.0
8379,2372.9112,3256.0
23,214.3876,-144.0
5420,3179.195,3448.0
527,323.5788,576.0
7408,6157.3184,4352.0
479,2205.1296,2984.0
4968,432.77,1432.0
6898,1151.834,3512.0
2350,197.7426,1280.0
4284,549.285,1056.0
5712,4247.804,3008.0
2446,585.904,1968.0
3075,6093.4016,3768.0
3663,774.9912,1120.0
7029,882.8508,872.0
51,850.8924,2200.0
3728,2281.6966,1560.0
3698,209.727,768.0
4127,299.61,1440.0
489,37.9506,-1296.0
2630,3113.2808,3440.0
3319,2614.5966,2200.0
3681,1518.024,1168.0
3209,642.497,2216.0
8043,283.6308,384.0
2828,905.488,3720.0
7636,575.2512,784.0
4540,5303.097,4480.0
3697,2529.3742,1488.0
3619,1808.9786,2768.0
5143,337.5606,1920.0
1652,498.0184,640.0
6393,1070.6064,2944.0
2768,934.7832,976.0
7162,2061.3168,2832.0
2194,2579.975,1840.0
4626,3149.234,2464.0
1089,1006.6896,1504.0
5914,2343.616,1896.0
6342,4587.362,2856.0
7023,5020.132,3056.0
6583,1669.8264,2416.0
7626,144.4786,344.0
3759,3006.087,2384.0
3725,4781.7756,2832.0
4869,2055.9904,2096.0
1960,5350.3688,3120.0
3440,127.1678,88.0
6609,1829.6184,2152.0
5038,4795.0916,3048.0
6855,135.8232,-1120.0
2917,1941.4728,1456.0
6918,1962.7784,2952.0
4676,7741.9224,3880.0
4637,372.848,-304.0
148,529.311,2872.0
1800,719.064,1000.0
7921,888.843,896.0
6459,1767.699,3280.0
4752,756.3488,960.0
8314,4853.682,2640.0
3726,4821.7236,3784.0
8037,1977.426,3024.0
6623,1609.9044,1952.0
2265,1209.7586,2496.0
5164,3263.7516,2992.0
978,762.341,520.0
3287,1416.8224,2928.0
1607,419.454,856.0
6338,4442.2176,2704.0
4963,1422.1488,2000.0
3039,105.8622,-1296.0
1515,1245.046,1888.0
3538,857.5504,784.0
773,2746.425,1256.0
891,1043.9744,872.0
6247,4399.6064,2304.0
4428,575.2512,520.0
3651,2763.07,1552.0
6961,2356.932,2496.0
2095,1231.73,1944.0
3559,199.74,512.0
3088,1686.4714,1376.0
4624,1534.0032,2440.0
7053,3219.8088,2032.0
3351,2886.243,2808.0
6532,3600.6464,3592.0
8123,3150.5656,3248.0
1891,1068.609,3528.0
7197,2247.7408,2304.0
1870,1685.8056,2320.0
5766,243.6828,32.0
6504,153.134,528.0
3554,1050.6324,2896.0
7724,1491.392,3096.0
3862,1691.7978,2472.0
4084,2543.356,4080.0
3481,1821.6288,2368.0
3524,2388.8904,1784.0
880,1174.4712,1216.0
1726,1761.7068,2008.0
1127,6872.3876,5568.0
2875,467.3916,640.0
2983,4910.275,2832.0
1513,4006.7844,1992.0
1585,1102.5648,1608.0
878,1054.6272,1464.0
6085,401.4774,832.0
6753,4229.1616,4240.0
5667,2530.04,2176.0
7771,2388.8904,2696.0
3348,418.1224,1424.0
5880,171.7764,840.0
2232,3123.9336,3040.0
1290,4189.2136,2936.0
283,2277.036,2512.0
4441,1286.3256,1648.0
1014,1614.565,2504.0
3514,1113.2176,1400.0
8177,1869.5664,3752.0
6999,2094.6068,2592.0
4257,190.4188,-344.0
1766,3125.931,3320.0
5731,1342.2528,2752.0
7222,589.233,3248.0
2708,4460.1942,3360.0
675,3896.2616,2848.0
6433,2354.2688,2480.0
768,1657.842,1888.0
8178,4013.4424,2960.0
3956,3214.4824,4392.0
4807,1874.8928,3784.0
1292,3327.6684,2608.0
4340,1006.6896,856.0
2623,1164.4842,1800.0
5450,858.882,840.0
6222,1282.3308,2352.0
3895,183.7608,-872.0
6234,531.3084,360.0
6345,292.952,640.0
4513,1090.5804,1392.0
1343,2021.3688,3080.0
917,4655.2736,3952.0
5754,1944.136,1720.0
1237,1379.5376,2720.0
2554,1941.4728,3472.0
1690,1294.3152,2584.0
2641,4354.332,4832.0
4341,690.4346,640.0
2860,4863.0032,3616.0
3026,838.908,1600.0
85,2479.4392,2936.0
4601,3695.19,5264.0
7726,4637.9628,3056.0
4539,1406.1696,2000.0
8414,2263.72,1808.0
2716,4224.501,2528.0
7546,4277.765,2824.0
502,527.3136,2144.0
6908,5564.7564,4040.0
7437,1004.0264,2688.0
7252,4161.25,4088.0
4484,1901.5248,2576.0
7251,2163.1842,3808.0
8447,7588.1226,4112.0
5211,2153.1972,2536.0
3656,2749.754,3200.0
8444,482.0392,3344.0
864,932.12,1584.0
8005,1910.846,3064.0
1742,1426.1436,2560.0
170,2120.573,2688.0
4404,1927.491,2160.0
464,4466.1864,2408.0
3223,2873.5928,3296.0
2397,1884.8798,1760.0
557,1747.725,2816.0
8491,4809.7392,3408.0
470,3448.844,3944.0
6359,3010.7476,2936.0
874,619.194,816.0
5301,906.8196,3856.0
3709,8063.5038,5344.0
2340,129.831,-1168.0
3856,2014.045,3040.0
5352,2586.633,3408.0
2723,5901.6512,4400.0
3783,4074.696,2832.0
8511,4207.856,3872.0
31,2741.7644,1264.0
5212,1310.2944,2320.0
3683,3528.74,2880.0
2059,1826.9552,3656.0
7327,2684.5056,2408.0
6200,1057.9562,2448.0
418,844.2344,3464.0
2730,2470.118,4024.0
6196,343.5528,1040.0
5166,2106.5912,2448.0
984,2182.4924,2984.0
4070,2117.244,2840.0
1855,262.3252,240.0
7716,1797.66,1936.0
6650,1086.5856,1280.0
4943,352.874,872.0
800,1108.557,1984.0
6405,1191.782,1904.0
1388,2087.283,1936.0
3953,3994.8,2552.0
5384,4012.7766,3088.0
2029,1347.5792,1184.0
1448,2647.2208,2784.0
5831,3029.39,1976.0
5190,4026.7584,3712.0
6230,2846.295,1976.0
8197,973.3996,1120.0
7498,433.4358,392.0
5738,1078.596,2176.0
5453,179.766,944.0
4202,322.913,1056.0
5467,3972.8286,2376.0
3359,463.3968,952.0
4026,322.2472,624.0
6349,3332.329,4184.0
2784,3487.4604,2128.0
3101,978.726,1688.0
287,559.272,464.0
3277,5753.8436,4656.0
5644,1612.5676,3664.0
6093,3823.0236,3320.0
7068,2410.196,2008.0
912,2665.8632,1920.0
1746,404.8064,976.0
2951,2423.512,2784.0
5799,7425.0016,4328.0
1854,113.186,-128.0
6969,331.5684,912.0
3055,572.588,416.0
5565,3555.372,3880.0
5970,2308.9944,3136.0
8285,1604.578,2720.0
559,1966.7732,2384.0
138,535.3032,1600.0
6901,2988.1104,4040.0
8143,2348.9424,2200.0
137,1314.2892,1000.0
6749,1926.1594,2856.0
4947,296.281,896.0
5237,4725.8484,3736.0
7595,6431.628,4280.0
3302,894.8352,1264.0
5568,2492.7552,2944.0
8062,2073.3012,1952.0
7902,5257.1568,3256.0
4737,1896.1984,1976.0
2242,984.7182,1968.0
5510,1597.92,2656.0
863,1707.777,1712.0
6648,1159.8236,1552.0
760,5163.9448,2880.0
6088,5946.9256,3480.0
6851,1278.336,1344.0
2703,966.7416,1504.0
5412,3705.8428,2808.0
1940,796.2968,3312.0
2873,1657.842,1856.0
1985,1705.7796,3640.0
7236,7939.665,4192.0
3063,3110.6176,3200.0
8172,2396.88,2672.0
5441,1695.1268,1200.0
1751,6404.996,3920.0
6780,4566.7222,3704.0
4397,3466.1548,2904.0
900,143.147,456.0
2724,511.3344,816.0
393,916.1408,1584.0
2707,539.298,960.0
2735,2656.542,3072.0
3864,1733.7432,2440.0
7059,155.1314,608.0
3429,3418.883,4184.0
5031,527.3136,848.0
831,5976.2208,3960.0
908,657.8104,672.0
3987,1342.2528,1472.0
420,291.6204,-304.0
2570,3643.2576,3144.0
4218,1850.924,3008.0
5658,1272.3438,1040.0
5525,830.9184,864.0
194,5070.7328,4304.0
290,569.259,1880.0
4713,602.549,1648.0
5856,3488.1262,1808.0
4045,3089.312,3208.0
3426,2535.3664,2552.0
6073,2326.971,2568.0
6351,1800.3232,3744.0
5971,808.947,944.0
4665,2432.8332,2864.0
7308,1428.141,2200.0
7617,2625.9152,2944.0
963,2157.192,1472.0
7309,193.082,-304.0
5117,2892.901,3848.0
5953,3383.5956,1728.0
5857,3515.424,2816.0
2049,1328.271,2768.0
4655,94.5436,-1048.0
6674,125.8362,128.0
4958,5359.69,3584.0
7077,736.3748,984.0
2212,2942.836,1864.0
6554,3775.086,2936.0
2851,466.06,1528.0
159,2471.4496,2480.0
3152,885.514,2184.0
7350,3950.1914,3696.0
2400,2336.958,2872.0
1912,860.2136,960.0
3614,1488.7288,1944.0
6682,2199.1374,3560.0
4411,1779.6834,2648.0
6534,1821.6288,1928.0
6468,282.2992,2080.0
2311,231.6984,1328.0
4456,785.644,720.0
3353,628.5152,432.0
9,4710.535,3064.0
5417,2045.3376,2864.0
1139,2399.5432,3784.0
4472,365.5242,0.0
2884,3020.0688,3456.0
1314,739.038,1288.0
3345,857.5504,1784.0
227,153.134,440.0
7240,916.1408,1048.0
3904,2446.815,2664.0
3586,99.87,632.0
8209,3075.996,1712.0
634,2370.248,1904.0
8346,1596.5884,2304.0
7927,4837.7028,3704.0
747,2041.3428,2344.0
8468,467.3916,1360.0
191,4745.8224,4304.0
6672,2993.4368,3112.0
6601,319.584,1776.0
1421,2375.5744,2536.0
1461,3914.904,2968.0
530,1960.781,1704.0
5861,3364.9532,2888.0
4291,517.3266,848.0
7924,276.9728,688.0
7112,1278.336,2488.0
1460,4247.804,3472.0
7205,3004.0896,2136.0
7890,2554.0088,1520.0
291,3866.9664,4216.0
3197,3981.484,4656.0
8488,2756.412,4312.0
4348,2048.6666,1672.0
1352,2356.932,1944.0
2529,5972.226,5120.0
1710,6769.8544,4920.0
2635,5470.8786,4088.0
4578,1384.864,1848.0
3363,3572.017,3440.0
6804,1597.92,2368.0
4222,3200.5006,4136.0
6472,3202.498,3888.0
4644,3235.788,1680.0
6179,555.2772,1016.0
1861,2885.5772,4240.0
3598,218.3824,-1072.0
1523,5478.2024,5400.0
